Year,Type,Activity,Sex ,Injury,Fatal (Y/N),Ages
2006,Provoked,Fishing,M,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,Digital
2006,Unprovoked,Body boarding,M,"Right leg severed, left leg lacerated",N,Digital
2006,Unprovoked,Swimming,M,Laceration to left thigh & left hand,N,Digital
2006,Provoked,Canoeing,M,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N,Digital
2006,Unprovoked,Surfing,M,"No injury, surfboard bitten",N,Digital
2006,Unprovoked,Fishing,M,Lower right leg and foot bitten,N,Digital
2006,Unprovoked,Surfing,M,Left ankle bitten,N,Digital
2006,Unprovoked,Surfing,M,Lacerations to lower left leg,N,Digital
2006,Unprovoked,Playing soccer in the water,M,Lacerations to foot,N,Digital
2006,Unprovoked,Free diving / modeling,F,Puncture wounds to left foot,N,Digital
2006,Unprovoked,Surfing,M,Big toe bitten,N,Digital
2006,Provoked,Diving / Kissing the shark,M,Lacerations to upper lip    PROVOKED INCIDENT,N,Digital
2006,Unprovoked,Surfing,M,Laceration to left thigh,N,Digital
2006,Unprovoked,Swimming,M,Minor injury to left hand,N,Digital
2006,Unprovoked,Surfing,M,Left torso grazed,N,Digital
2006,Unprovoked,,M,FATAL,Y,Digital
2006,Unprovoked,Standing,M,Puncture wounds and cuts to right thigh,N,Digital
2006,Unprovoked,Swimming,M,Arm bitten,N,Digital
2006,Unprovoked,Surfing,M,"No injury, shark rammed surfboard",N,Digital
2006,Unprovoked,Surfing,M,Laceration & puncture wounds to foot,N,Digital
2006,Unprovoked,Surfing,M,"No injury, shark towed  surfer & board",N,Digital
2006,Unprovoked,Body boarding,M,Laceration to right calf & heel,N,Digital
2006,Provoked,Sea Disaster,M,FATAL,Y,Digital
2006,Unprovoked,Surfing,M,FATAL,Y,Digital
2006,Unprovoked,Surfing,M,"No injury, surfboard leash severed",N,Digital
2006,Unprovoked,Lifesaving drill,M,Foot severed,N,Digital
2006,Unprovoked,Wading,F,Lacerations & punctures to left foot,N,Digital
2006,Unprovoked,Spearfishing,M,Thigh bitten,N,Digital
2006,Unprovoked,Surfing,M,Minor injury,N,Digital
2006,Unprovoked,Surfing,M,Foot bitten,N,Digital
2006,Unprovoked,Surf-skiing,M,"No injury, surf ski bitten",N,Digital
2006,Unprovoked,Surfing,M,Minor lacerations to right foot,N,Digital
2006,Unprovoked,Surf fishing,M,Right foot bitten,N,Digital
2006,Unprovoked,Standing,M,Left ankle & foot bitten,N,Digital
2006,Unprovoked,Swimming,F,Ankle & foot bitten,N,Digital
2006,Unprovoked,,M,FATAL,Y,Digital
2006,Unprovoked,Wading,M,Dorsum of left foot bitten,N,Digital
2006,Unprovoked,Walking,M,Lower leg & ankle bitten,N,Digital
2006,Unprovoked,Body boarding,F,Foot bitten,N,Digital
2006,Unprovoked,Swimming,M,Right calf bitten,N,Digital
2006,Unprovoked,Spearfishing,F,Lacerations & puncture wound  to arm,N,Digital
2006,Unprovoked,Spearfishing,M,Minor injuries,N,Digital
2006,Unprovoked,Body boarding,F,Right calf bitten,N,Digital
2006,Provoked,Fishing,M,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,N,Digital
2006,Unprovoked,Spearfishing,M,Right arm severely bitten,N,Digital
2006,Unprovoked,Surfing,F,2-inch puncture wounds on right foot,N,Digital
2006,Unprovoked,Body boarding,M,Left thigh bitten FATAL,Y,Digital
2006,Unprovoked,Scuba diving,M,"No injury, shark bit scuba tank boot",N,Digital
2006,Unprovoked,Surfing,M,Four 1-inch puncture wounds on left foot ,N,Digital
2006,Unprovoked,Playing,F,Lacerations & puncture wounds to left foot & buttocks,N,Digital
2006,Unprovoked,Surfing,M,"No injury, knocked off surfboard",N,Digital
2006,Unprovoked,Spearfishing,M,"4"" laceration to left forearm",N,Digital
2006,Unprovoked,Surfing,M,"No injury, shark bumped surfboard",N,Digital
2006,Provoked,Spearfishing,M,Knee bitten after diver poked shark PROVOKED INCIDENT,N,Digital
2006,Unprovoked,Surfing,M,"Injuries to left thigh, calf & foot",N,Digital
2006,Unprovoked,Scuba diving,F,Laceration to leg,N,Digital
2006,Unprovoked,,M,Small lacerations to arm,N,Digital
2006,Unprovoked,Swimming,F,2 lacerations on lower right leg,N,Digital
2006,Provoked,Snorkeling,M,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,N,Digital
2006,Unprovoked,Surfing,M,Feet bitten,N,Digital
2006,Unprovoked,Standing,F,3 tiny punctures & small lacerations on right ankle,N,Digital
2006,Provoked,Fishing,M,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,N,Digital
2006,Unprovoked,Surfing,M,Minor laceration to left foot,N,Digital
2006,Unprovoked,Body boarding,M,Leg bitten,N,Digital
2006,Unprovoked,Swimming,M,Left leg bitten,N,Digital
2006,Unprovoked,Wading,M,Minor injury to right hand & thigh,N,Digital
2006,Unprovoked,Fishing,M,Reportedly FATAL but few details,Y,Digital
2006,Unprovoked,Surfing,F,5 puncture wounds in left calf,N,Digital
2006,Unprovoked,Surfing,M,Lacerations to right hand,N,Digital
2006,Unprovoked,Surfing,M,"No injury, shark nudged surfboard",N,Digital
2006,Unprovoked,Standing,F,Deep laceration to right calf,N,Digital
2006,Unprovoked,Wading,M,Lacerations to foot,N,Digital
2006,Unprovoked,Swimming,M,Puncture wound on arm,N,Digital
2006,Provoked,Fishing,M,No injury to occupants; shark nudged the 5.3 m boat,N,Digital
2006,Unprovoked,Surfing,M,2 bite marks on right calf,N,Digital
2006,Unprovoked,Swimming,F,Severe bite to right leg FATAL,Y,Digital
2006,Provoked,Kayaking,M,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,N,Digital
2006,Provoked,Competing in the Woodvale Atlantic Rowing Race,M,No injury to occupants; shark rammed boat repeatedly,N,Digital
2006,Unprovoked,Spearfishing,M,Right arm  bitten,N,Digital
2006,Provoked,Competing in the Woodvale Atlantic Rowing Race,F,"No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom",N,Digital
2006,Unprovoked,Night Surfing,M,"No injury, but 2 small nicks on wetsuit",N,Digital
2006,Unprovoked,Scuba diving,M,Lacerations to left elbow,N,Digital
2006,Unprovoked,Swimming,F,FATAL,Y,Digital
2006,Unprovoked,Surfing,M,3 puncture wounds in right wrist & hand,N,Digital
2006,Unprovoked,Diving for crayfish,M,Lacerations to little finger,N,Digital
2005,Unprovoked,Surfing,M,Lacerations to ankle & calf,N,Digital
2005,Unprovoked,Swimming,M,Left hand bitten,N,Digital
2005,Unprovoked,Spearfishing,M,Right forearm & elbow bitten,N,Digital
2005,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2005,Unprovoked,Surfing,M,Right thumb & palm lacerated,N,Digital
2005,Unprovoked,Surfing,M,"2 lacerations on leg, each 4"" to 5"" long",N,Digital
2005,Unprovoked,Surfing,M,"Cut on finger, board bitten",N,Digital
2005,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2005,Unprovoked,Surfing,M,Lacerations to right thigh,N,Digital
2005,Provoked,Fishing for sharks,M,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,N,Digital
2005,Unprovoked,Surfing,M,Puncture wounds to right foot,N,Digital
2005,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
2005,Unprovoked,Surfing,M,"No injury, board bumped",N,Digital
2005,Unprovoked,Wading,M,Puncture wounds to foot,N,Digital
2005,Unprovoked,Standing,M,Lower right leg lacerated,N,Digital
2005,Unprovoked,Standing / Surfing,M,Right foot bitten,N,Digital
2005,Unprovoked,Surfing,M,No injury,N,Digital
2005,Unprovoked,Surfing,F,Leg bitten,N,Digital
2005,Provoked,Wading,M,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,N,Digital
2005,Unprovoked,Surfing,M,"No injury, surfboard bitten",N,Digital
2005,Unprovoked,Scuba diving,F,No injury ,N,Digital
2005,Unprovoked,Treading water/ Surfing,M,Five 1-inch lacerations to left foot,N,Digital
2005,Unprovoked,Diving,M,Lacerations to right side of face,N,Digital
2005,Unprovoked,Surf-skiing,M,"No injury, shark bit ski",N,Digital
2005,Unprovoked,Surfing,M,"No injury, knocked off board",N,Digital
2005,Unprovoked,Surfing,M,Lacerations to legs,N,Digital
2005,Unprovoked,Surfing,M, No injury,N,Digital
2005,Unprovoked,Body surfing,F,"Injuries to fingers, calf  & heel",N,Digital
2005,Unprovoked,Surfing,M,FATAL,Y,Digital
2005,Unprovoked,Standing,M,Left foot & ankle lacerated,N,Digital
2005,Unprovoked,Wading,F,Calf severely lacerated,N,Digital
2005,Unprovoked,Surfing,M,Lacerations to right arm & thigh,N,Digital
2005,Unprovoked,Standing / Surfing,M,Right foot bitten,N,Digital
2005,Provoked,Removing shark from net,M,FATAL PROVOKED INCIDENT,Y,Digital
2005,Unprovoked,Scuba diving,M,FATAL,Y,Digital
2005,Unprovoked,Surfing,M,Lower right leg lacerated,N,Digital
2005,Unprovoked,Swimming,M,Bitten underneath left arm,N,Digital
2005,Unprovoked,Walking,M,Left foot bitten,N,Digital
2005,Unprovoked,Surfing,M,Laceration on right wrist & crescent of puncture wounds on  forearm ,N,Digital
2005,Unprovoked,Swimming,M,Puncture wounds on left foot ,N,Digital
2005,Unprovoked,Wading,F,Laceration on the back of left hand & toothmarks on wrist,N,Digital
2005,Unprovoked,Surfing,M,"Right foot: Toes and back of foot, minor injury",N,Digital
2005,Provoked,Scuba diving in aquarium tank,M,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N,Digital
2005,Unprovoked,Swimming,M,Lacerations of left forearm,N,Digital
2005,Unprovoked,Holding onto an inflatable boat,F,Left foot bitten,N,Digital
2005,Unprovoked,Standing,M,Ankle bitten,N,Digital
2005,Unprovoked,Fishing,M,"Leg severely bitten, surgically amputated",N,Digital
2005,Unprovoked,Swimming with boogie board,F,"FATAL, leg bitten",Y,Digital
2005,Unprovoked,Swimming,F,FATAL,Y,Digital
2005,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2005,Unprovoked,Swimming,M,Foot bitten,N,Digital
2005,Unprovoked,Diving,F,Knee bitten,N,Digital
2005,Unprovoked,Boogie boarding,F,Foot lacerated,N,Digital
2005,Unprovoked,Spearfishing (Free diving),M,FATAL,Y,Digital
2005,Unprovoked,Wading,M,Two 2-inch lacerations on right foot,N,Digital
2005,Unprovoked,Swimming,M,Left foot bitten,N,Digital
2005,Unprovoked,Crouching in 2' of water,F,Right arm & torso bitten,N,Digital
2005,Unprovoked,Surfing,M,Left buttock  & legs lacerated ,N,Digital
2005,Unprovoked,Spearfishing,M,Severe injury to lower leg,N,Digital
2005,Unprovoked,Fishing,M,Thigh bitten,N,Digital
2005,Provoked,Sea Disaster,M,No injury,N,Digital
2005,Unprovoked,Surfing,M,"No injury, board damaged",N,Digital
2005,Provoked,Fishing,M,Laceration on left thigh PROVOKED INCIDENT,N,Digital
2005,Unprovoked,Spearfishing,M,Minor cuts above his right eye,N,Digital
2005,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
2005,Unprovoked,Wading,F,Right lower leg bitten,N,Digital
2005,Unprovoked,Surfing,M,Left foot bitten ,N,Digital
2005,Unprovoked,,F,Left calf injured,N,Digital
2005,Unprovoked,Surfing,M,"Lacerations to right calf, puncture wounds on right foot",N,Digital
2005,Unprovoked,Surfing,M,"No injury, shark rammed surfboard",N,Digital
2005,Unprovoked,Surfing,M,Right leg bitten,N,Digital
2005,Unprovoked,Snorkeling,M,FATAL,Y,Digital
2005,Provoked,Diving in aquarium display tank,M,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,N,Digital
2005,Provoked,Fishing,M,"No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT",N,Digital
2005,Unprovoked,Diving,M,Thighs bitten,N,Digital
2005,Unprovoked,Swimming,M,Finger bitten,N,Digital
2005,Provoked,Spearfishing,M,Speared shark bit his chest PROVOKED INCIDENT,N,Digital
2005,Unprovoked,Surfing,M,"No injury, knocked off board, shark bit board",N,Digital
2005,Unprovoked,Spearfishing,M,Hand bitten,N,Digital
2005,Unprovoked,Surfing,M,Right thigh & ankle injured,N,Digital
2005,Unprovoked,Swimming,M,Left foot severed,N,Digital
2005,Provoked,Spearfishing,M,No injury. Towed by speared shark PROVOKED INCIDENT,N,Digital
2005,Unprovoked,Fishing from a kayak,M,"No injury, kayak bumped repeatedly",N,Digital
2004,Unprovoked,Scurfing (surfboard being  towed behind a boat),M,FATAL,Y,Digital
2004,Unprovoked,Spearfishing,M,"FATAL, leg bitten",Y,Digital
2004,Unprovoked,Surfing,M,3 lacerations on foot,N,Digital
2004,Unprovoked,Playing,M,Lacerations on lower leg & foot,N,Digital
2004,Unprovoked,Swimming,F,FATAL,Y,Digital
2004,Unprovoked,Surfing,M,"Lacerations to hand, knee & thigh ",N,Digital
2004,Unprovoked,Snorkeling,M,Thigh bitten,N,Digital
2004,Unprovoked,Diving,M,Left forearm bitten,N,Digital
2004,Unprovoked,Chumming for white sharks,M,Right ankle & foot lacerated,N,Digital
2004,Unprovoked,Surfing,M,Right foot lacerated,N,Digital
2004,Unprovoked,Surfing,M,Lower leg bitten,N,Digital
2004,Unprovoked,Spearfishing,M,Left shoulder bitten,N,Digital
2004,Unprovoked,Surfing,M,Puncture wounds on right foot,N,Digital
2004,Unprovoked,Body boarding,M,"Leg severely bitten, surgically amputated",N,Digital
2004,Unprovoked,Surfing,M,"No injury, knocked off surfboard",N,Digital
2004,Unprovoked,Surfing,M,"No injury, shark struck board & spun it around",N,Digital
2004,Unprovoked,Surfing,M,Leg bitten,N,Digital
2004,Unprovoked,Jumping,F,Left knee & leg bitten,N,Digital
2004,Unprovoked,Walking,F,Heel bitten,N,Digital
2004,Unprovoked,Bathing,M,Calf bitten & both hands injured,N,Digital
2004,Unprovoked,Surfing,M,Foot bitten,N,Digital
2004,Unprovoked,Diving,M,FATAL,Y,Digital
2004,Unprovoked,Swimming,M,"Back, buttocks, left hand & left side of face bitten",N,Digital
2004,Unprovoked,Spearfishing,M,Minor puncture wounds to leg,N,Digital
2004,Unprovoked,Surfing,F,Right foot bitten,N,Digital
2004,Unprovoked,Diving & fishing with net,M,Thigh & calf bitten,N,Digital
2004,Unprovoked,Surfing,F,Right calf bitten,N,Digital
2004,Unprovoked,Swimming,F,Right forearm & wrist lacerated,N,Digital
2004,Unprovoked,Swimming,F,Right foot bitten,N,Digital
2004,Unprovoked,Wading / fishing & carrying a bag of fish,M,Right forearm nearly severed and bites above & below the right knee,N,Digital
2004,Unprovoked,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,Suffered broken ribs when the shark's tail fin slammed into his chest,N,Digital
2004,Unprovoked,Surfing,M,"FATAL, abdomen, pelvis & leg bitten      ",Y,Digital
2004,Unprovoked,Snorkeling,F,Hand severed,N,Digital
2004,Unprovoked,Wading,M,Right foot lacerated,N,Digital
2004,Unprovoked,Surfing,M,"No injury, shark struck his board",N,Digital
2004,Unprovoked,In water with diving seabirds,F,Foot bitten,N,Digital
2004,Unprovoked,Body boarding,M,Ankle & foot lacerated,N,Digital
2004,Unprovoked,Swimming,M,Right wrist  & left arm lacerated,N,Digital
2004,Unprovoked,"Swimming, poaching perlemoen",M,"FATAL, leg severed ",Y,Digital
2004,Unprovoked,Wading,M,Puncture wounds on shin,N,Digital
2004,Unprovoked,Swimming,M,"Left hand, foot severed &  left calf & arm bitten",N,Digital
2004,Unprovoked,Surfing,M,No injury,N,Digital
2004,Unprovoked,Boogie-boarding / swimming,M,Calf & foot lacerated,N,Digital
2004,Unprovoked,,F,Foot bitten,N,Digital
2004,Unprovoked,Wading,F,Hips & thighs bitten,N,Digital
2004,Provoked,Free diving & spearfishing,M,Left forearm bitten PROVOKED INCIDENT,N,Digital
2004,Unprovoked,Tandem surfing,M,"No injury, board bitten",N,Digital
2004,Unprovoked,Swimming,M,FATAL,Y,Digital
2004,Unprovoked,Diving,M,Puncture wounds on wrist,N,Digital
2004,Unprovoked,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,"Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water",Y,Digital
2004,Unprovoked,Surfing,M,FATAL Severe wound to right thigh & calf,Y,Digital
2004,Unprovoked,Surfing,M,"Left leg lacerated, right leg severed above the knee ",N,Digital
2004,Unprovoked,,M,Right foot bitten,N,Digital
2004,Unprovoked,Surfing,M,15 puncture wounds on foot,N,Digital
2004,Unprovoked,Body boarding,M,"Lower left leg bitten, surgically amputated",N,Digital
2004,Unprovoked,Surfing,M,Heel bitten,N,Digital
2004,Unprovoked,Surfing,M,Right thigh bitten,N,Digital
2004,Unprovoked,Swimming,M,Minor lacerations & abrasions on forearm,N,Digital
2004,Unprovoked,Snorkeling,F,Lacerations to left foot,N,Digital
2004,Unprovoked,Spearfishing,M,No injury,N,Digital
2004,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
2004,Unprovoked,Spearfishing,M,Shin & calf bitten,N,Digital
2004,Unprovoked,Swimming,M,"FATAL, right thigh & hip bitten   ",Y,Digital
2004,Unprovoked,Surfing,M,Thigh lacerated,N,Digital
2004,Unprovoked,Swimming,M,Three toes lacerated,N,Digital
2004,Unprovoked,Snorkeling,M,FATAL,Y,Digital
2004,Unprovoked,Snorkeling,M,Leg bitten,N,Digital
2004,Unprovoked,Scuba diving,M,Left leg bitten,N,Digital
2004,Unprovoked,Surfing,M,Puncture wounds to dorsum of right foot,N,Digital
2004,Unprovoked,Swimming,M,Lower back & hand bitten,N,Digital
2004,Unprovoked,Spearfishing,M,Right leg bitten,N,Digital
2004,Provoked,Surf skiing,M,"No injury to occupants, stern of ski bitten",N,Digital
2004,Unprovoked,Diving,M,"No injury, swim fin ripped off",N,Digital
2004,Unprovoked,Surfing,M,Foot lacerated,N,Digital
2004,Unprovoked,Surfing,M,No inury,N,Digital
2003,Unprovoked,Swimming,M,Foot bitten,N,Digital
2003,Unprovoked,Swimming / shipwreck,M,FATAL,Y,Digital
2003,Unprovoked,Surfing amid a shoal of sharks,M,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N,Digital
2003,Unprovoked,Swimming,M,"After biting Halverson, it bit Scott's thigh",N,Digital
2003,Unprovoked,Swimming,M,Hand & foot bitten,N,Digital
2003,Unprovoked,Spearfishing,M,"Presumed FATAL, severed hand recovered",Y,Digital
2003,Unprovoked,Surfing,F,Severe abrasion to left lateral calf,N,Digital
2003,Unprovoked,Swimming or surfing,M,Left index finger lacerated,N,Digital
2003,Unprovoked,Surfing,M,Lacerations to hand,N,Digital
2003,Unprovoked,Snorkeling,M,Hand/elbow injured,N,Digital
2003,Unprovoked,Standing,M,Minor lacerations to leg & foot,N,Digital
2003,Provoked,Spearfishing,M,Left forearm bitten PROVOKED INCIDENT,N,Digital
2003,Unprovoked,Surfing,M,Left foot (sole) bitten,N,Digital
2003,Unprovoked,Surfing,M,Left ankle & foot lacerated,N,Digital
2003,Unprovoked,Surfing,F,Left arm severed below shoulder,N,Digital
2003,Unprovoked,Surfing,M,Laceration on right ankle & heel,N,Digital
2003,Unprovoked,Surfing,M,Foot bitten,N,Digital
2003,Unprovoked,Surfing,F,Minor puncture wounds in hand,N,Digital
2003,Unprovoked,Surfing,M,5 to 6 lacerations on right foot & ankle,N,Digital
2003,Provoked,Surfing,M,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,N,Digital
2003,Unprovoked,Sitting on surfboard,M,Left foot bitten,N,Digital
2003,Unprovoked,Wading near a fishing net,F,"Left thigh abraded, right knee and right index finger injured",N,Digital
2003,Unprovoked,Wading to shore from his boat,M,FATAL abdomen bitten,Y,Digital
2003,Unprovoked,Surfing,M,Arm lacerated,N,Digital
2003,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2003,Unprovoked,Surfing,M,Left heel lacerated,N,Digital
2003,Unprovoked,Surfing,M,3 puncture wounds on left foot,N,Digital
2003,Unprovoked,Surfing,M,Left foot: lacerations on heel and sole,N,Digital
2003,Unprovoked,Body boarding,M,Left calf avulsion,N,Digital
2003,Unprovoked,"Standing, stepped on shark",M,Ankle lacerated,N,Digital
2003,Unprovoked,Body boarding,M,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y,Digital
2003,Unprovoked,Wade-fishing,M,2 lacerations on each side of Achilles tendon,N,Digital
2003,Provoked,Fishing,M,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N,Digital
2003,Unprovoked,"Swimming, wearing black wetsuit & swim fins",F,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Y,Digital
2003,Unprovoked,Sitting on surfboard,M,"No injury, wetsuit torn & board bitten",N,Digital
2003,Unprovoked,Surf skiing,M,"No injury, flung into water when shark bit rudder of ski",N,Digital
2003,Unprovoked,Surfing,M,Laceration to little finger of  right hand,N,Digital
2003,Unprovoked,Wading,F,Heel & sole of left foot,N,Digital
2003,Unprovoked,Spearfishing,M,Right thigh bitten,N,Digital
2003,Provoked,"Walking, carrying surfboard & stepped on shark",M,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N,Digital
2003,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2003,Unprovoked,Spearfishing,M,Left calf bitten,N,Digital
2003,Unprovoked,Spearfishing,M,Laceration to toe,N,Digital
2003,Unprovoked,Spearfishing,M,Leg bitten,N,Digital
2003,Unprovoked,Snorkeling,M,Chest & buttocks  bitten,N,Digital
2003,Unprovoked,Surfing,M,Right foot & toes lacerated,N,Digital
2003,Unprovoked,Surfing,M,Ankle lacerated,N,Digital
2003,Unprovoked,,M,FATAL,Y,Digital
2003,Unprovoked,Standing,F,2 lacerations to the thigh,N,Digital
2003,Unprovoked,Swimming with pod of dolphins,M,Right foot bitten,N,Digital
2003,Unprovoked,Swimming,M,Left leg bitten,N,Digital
2003,Unprovoked,Surfing ,M,Hand bitten ,N,Digital
2003,Unprovoked,Surfing,M,Left foot lacerated,N,Digital
2003,Unprovoked,Wading,M,Left foot bitten,N,Digital
2003,Unprovoked,Swimming,M,Right calf & heel bitten,N,Digital
2003,Provoked,Surfing,M,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,N,Digital
2003,Unprovoked,Walking,F,Laceration to right lower leg,N,Digital
2003,Provoked,Killing  sharks,M,Shallow  lacerations to left  thigh PROVOKED INCIDENT,N,Digital
2003,Unprovoked,Swimming ,M,Bitten on finger,N,Digital
2003,Unprovoked,Surfing,M,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N,Digital
2003,Unprovoked,Swimming,M,Right hand lacerated,N,Digital
2003,Unprovoked,Surfing,M,Right leg bitten,N,Digital
2003,Unprovoked,Surfing,M,Survived,N,Digital
2003,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2003,Unprovoked,Surfing,M,Small lacerations to foot,N,Digital
2003,Unprovoked,Surfing,M,Left ankle bitten or right foot,N,Digital
2003,Unprovoked,Jumping,M,Left foot bitten,N,Digital
2003,Unprovoked,Surfing,M,2 lacerations on left thigh,N,Digital
2003,Unprovoked,Swimming (using a float),M,Left calf lacerated,N,Digital
2003,Unprovoked,Surfing,M,"Right foot bitten, left leg severed",N,Digital
2003,Unprovoked,Surfing,M,Arm lacerated,N,Digital
2003,Unprovoked,Surfing,M,Left hand and wrist bitten,N,Digital
2003,Provoked,Petting captive sharks,F,Hand nipped PROVOKED INCIDENT,N,Digital
2003,Unprovoked,Scuba diving,M,Arm lacerated (shark made 3 strikes),N,Digital
2003,Unprovoked,Wading,M,Ankle lacerated,N,Digital
2003,Unprovoked,Swimming,M,Left hand bitten,N,Digital
2003,Unprovoked,Swimming,M,"Puncture wounds on heel, legs and buttocks",N,Digital
2003,Unprovoked,Swimming,M,FATAL,Y,Digital
2003,Unprovoked,Surfing,M,Lower right leg lacerated,N,Digital
2003,Unprovoked,Surfing,F,"No injury, but her surfboard was bitten",N,Digital
2002,Unprovoked,Snorkeling,F,Left arm lacerated,N,Digital
2002,Unprovoked,Snorkeling,M,Forearms lacerated,N,Digital
2002,Unprovoked,Scuba diving,M,Groin bitten,N,Digital
2002,Unprovoked,Swimming,M,FATAL,Y,Digital
2002,Unprovoked,Surfing,M,FATAL,Y,Digital
2002,Unprovoked,Scuba diving,M,Minor injury to right calf,N,Digital
2002,Unprovoked,Body boarding,M,Both legs severely lacerated,N,Digital
2002,Unprovoked,Swimming,F,Right shoulder forarm & wrist bitten,N,Digital
2002,Unprovoked,Snorkeling,F,"Right upper am, shoulder & back severely  bitten",N,Digital
2002,Unprovoked,Surfing,M,1.5-inch laceration,N,Digital
2002,Unprovoked,Boogie boarding,M,Puncture wounds on right foot,N,Digital
2002,Unprovoked,"Fishing, standing in 2' of water",M,Shin bruised,N,Digital
2002,Unprovoked,Swimming,F,Left foot bitten ,N,Digital
2002,Unprovoked,Swimming,M,"FATAL, body not recovered",Y,Digital
2002,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2002,Unprovoked,Surfing,M,Abrasions on right hand & deep laceration on middle finger,N,Digital
2002,Unprovoked,Surfing,M,Heel & back of right knee lacerated,N,Digital
2002,Unprovoked,Surfing,M,Left hand lacerated and abraded,N,Digital
2002,Unprovoked,Surfing,M,Right hand severely lacerated,N,Digital
2002,Unprovoked,Surfing,M,Left hand bitten,N,Digital
2002,Unprovoked,Fishing from Surfboard,M,"No injury, surfboard bitten ",N,Digital
2002,Provoked,Fishing,M,Left thumb lacerated PROVOKED INCIDENT,N,Digital
2002,Provoked,Swimming,M,Thigh lacerated  PROVOKED INCIDENT,N,Digital
2002,Unprovoked,Boogie boarding or Surfing,M, Ankle lacerated,N,Digital
2002,Unprovoked,Surfing,M,No injury,N,Digital
2002,Unprovoked,Swimming,M,"Left thigh bitten, leg surgically amputated",N,Digital
2002,Unprovoked,Surf skiing,M,No injury,N,Digital
2002,Unprovoked,Boogie boarding,M,Bitten above & below right knee,N,Digital
2002,Provoked,"Wading, when he stepped on the shark",M,2 small puncture wounds on left foot PROVOKED INCIDENT,N,Digital
2002,Unprovoked,Surfing,M,Left foot lacerated ,N,Digital
2002,Unprovoked,Swimming,F,Both arms & leg bitten,N,Digital
2002,Unprovoked,Surfing,M,Big toe bitten,N,Digital
2002,Unprovoked,Surfing,M,Lacerations on heel & dorsum of right foot,N,Digital
2002,Unprovoked,Standing,M,Ankle & leg lacerated,N,Digital
2002,Provoked,Diving,M,Hand bitten by captive shark PROVOKED INCIDENT,N,Digital
2002,Unprovoked,Standing,M,Leg lacerated,N,Digital
2002,Unprovoked,Surfing,M,Heel bitten,N,Digital
2002,Unprovoked,Swimming,F,Calf bitten,N,Digital
2002,Provoked,Surfing,M,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,N,Digital
2002,Provoked,Shark Fishing,M,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y,Digital
2002,Unprovoked,Surfing,M,Right hand severed,N,Digital
2002,Unprovoked,Standing,F,"Calf, foot & hand bitten",N,Digital
2002,Unprovoked,Surfing,M,minor injury to foot,N,Digital
2002,Unprovoked,Swimming,F,Small lacerations on right lower leg,N,Digital
2002,Unprovoked,Surfing,M,Right hand lacerated,N,Digital
2002,Unprovoked,Surfing,M,6-inch gash on right foot,N,Digital
2002,Unprovoked,Swimming,M,Right calf lacerated,N,Digital
2002,Unprovoked,Snorkeling (filming the sardine run),M,Upper arm bitten,N,Digital
2002,Unprovoked,Surfing,M,Lacerated leg & back,N,Digital
2002,Unprovoked,Floating on a raft,M,Lacerated foot,N,Digital
2002,Provoked,"Fishing, removing the shark from his line",M,Leg bitten by hooked shark PROVOKED INCIDENT,N,Digital
