Year,Type,Activity,Sex ,Injury,Fatal (Y/N),Ages
2013,Unprovoked,Kiteboarding,F,No injury & not on board. Board adrift when bitten by shark,N,Digital
2013,Unprovoked,Surfing,M,"No injury, shark became entangled in his surfboard leash",N,Digital
2013,Unprovoked,Attempting to free the shark,M,"Unknown, but survived",N,Digital
2013,Unprovoked,Fishing,M,Minor injury to foot & shin,N,Digital
2013,Unprovoked,Snorkeling,F,"Lacerations to hand, face and torso",N,Digital
2013,Unprovoked,Swimming,M,Foot bitten,N,Digital
2013,Unprovoked,Spearfishing,M,Leg bitten,N,Digital
2013,Unprovoked,Wading,F,Hip bitten,N,Digital
2013,Unprovoked,Surfing,M,Lower leg bitten,N,Digital
2013,Unprovoked,Cleaning fish,M,Bitten on left hand,N,Digital
2013,Unprovoked,Diving,M,Bitten on rear lower extremities,N,Digital
2013,Unprovoked,Swimming,F,FATAL,Y,Digital
2013,Unprovoked,Walking in surf,F,Lacerations and abrasions to foot and ankle,N,Digital
2013,Unprovoked,Swimming ,M,4 cuts to posterior calf,N,Digital
2013,Unprovoked,Swimming & snorkeling,F,FATAL,Y,Digital
2013,Unprovoked,Swimming,M,FATAL,Y,Digital
2013,Unprovoked,Wading,F,Right foot bitten,N,Digital
2013,Unprovoked,Body surfing,M,"No injury, holes in wetsuit ",N,Digital
2013,Unprovoked,Fishing,M,Right thigh bitten,N,Digital
2013,Unprovoked,Kayaking / Fishing,M,"No injury, kayak scratched",N,Digital
2013,Unprovoked,Swimming,M,Lacerations to left foot,N,Digital
2013,Unprovoked,Swimming,M,"Bitten on lower right leg, reported as a minor injury",N,Digital
2013,Unprovoked,Swimming,M,Right thigh & calf bitten,N,Digital
2013,Unprovoked,Swimming,M,Left leg & hand bitten,N,Digital
2013,Unprovoked,Surfing,M,Lacerations to knee,N,Digital
2013,Unprovoked,Surfing,F,Lacerations to left ankle,N,Digital
2013,Unprovoked,Boogie Boarding,F,Puncture marks to hand,N,Digital
2013,Provoked,Fishing for sharks,M,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,Digital
2013,Unprovoked,Surfing,M,"No injury, board damaged",N,Digital
2013,Unprovoked,Diving,M,Lacerations to right hand,N,Digital
2013,Unprovoked,Swimming,M,Right foot bitten,N,Digital
2013,Unprovoked,,M,FATAL,Y,Digital
2013,Provoked,Fishing,M,Two fingers lost PROVOKED INCIDENT,N,Digital
2013,Unprovoked,Surfing,M,Superficial injury to left calf,N,Digital
2013,Unprovoked,Body boarding,M,FATAL,Y,Digital
2013,Unprovoked,Surfing,M,Lacerations to left foot and ankle,N,Digital
2013,Provoked,Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,Digital
2013,Unprovoked,Swimming,F,Avulsion injury  to lower right leg,N,Digital
2013,Unprovoked,Fishing,M,Puncture wounds and lacerations to both legs,N,Digital
2013,Unprovoked,Playing in the surf,M,Lacerations to right foot,N,Digital
2013,Unprovoked,Free diving,M,"""Light scratch on hand/wrist area""",N,Digital
2013,Unprovoked,Surfing,M,Minor lacerations to right hand,N,Digital
2013,Unprovoked,,M,FATAL,Y,Digital
2013,Unprovoked,Kite boarding,M,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,Digital
2013,Unprovoked,Swimming,M,Lacerations to hand,N,Digital
2013,Unprovoked,Surfing,M,Right thigh bitten,N,Digital
2013,Unprovoked,Free diving,M,Lacerations to left foot,N,Digital
2013,Unprovoked,Snorkeling,F,Toe injured,N,Digital
2013,Unprovoked,Fly fishing,M,Left foot bitten,N,Digital
2013,Provoked,Fishing - 'tag & release',M,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,N,Digital
2013,Unprovoked,Surfing,M,"No injury, surfboard bitten",N,Digital
2013,Unprovoked,Spearfishing,M,FATAL,Y,Digital
2013,Unprovoked,Spearfishing,M,Laceration to left hand,N,Digital
2013,Unprovoked,Swimming to shore with floatioon devices after boat engine conked out,M,Minor leg injuries,N,Digital
2013,Unprovoked,Swimming,M,Injuries to arms & hands,N,Digital
2013,Unprovoked,Swimming,M,FATAL,Y,Digital
2013,Unprovoked,Surfing,M,"No injury, shark bit rail of foam board",N,Digital
2013,Unprovoked,Surfing,M,Lacerations to right hand,N,Digital
2013,Unprovoked,Scuba diving,M,Lacerations to right arm & thigh,N,Digital
2013,Unprovoked,,M,Knee bitten,N,Digital
2013,Provoked,Fishing,M,"No injury to occupants, shark bit propeller",N,Digital
2013,Unprovoked,Surfing,M,Lacerations to neck,N,Digital
2013,Unprovoked,Surfing,M,Left forearm bitten ,N,Digital
2013,Unprovoked,Spearfishing,M,Minor cut on finger,N,Digital
2013,Unprovoked,Spearfishing / Free diving,M,Calf & shin bitten ,N,Digital
2012,Unprovoked,Swimming,M,Lower leg or ankle bitten,N,Digital
2012,Unprovoked,Surfing,M,"No injury, chunk missing from surfboard",N,Digital
2012,Unprovoked,Paddle boarding,M,Lacerations to thigh and hand,N,Digital
2012,Unprovoked,Swimming,M,FATAL,Y,Digital
2012,Unprovoked,Surfing,M,No injury,N,Digital
2012,Unprovoked,Surfing,M,Lacerations to left foot,N,Digital
2012,Unprovoked,Spearfishing,M,Minor puncture wounds to knee,N,Digital
2012,Unprovoked,Scuba diving,F,"No injury, shark grabbed hood",N,Digital
2012,Unprovoked,Snorkeling,M,Lacerations to thigh & lower left leg,N,Digital
2012,Unprovoked,Swimming,M,FATAL,Y,Digital
2012,Unprovoked,Surfing,M,Minor lacerations to left foot & heel,N,Digital
2012,Unprovoked,Diving,M,Right lower leg and foot bitten,N,Digital
2012,Unprovoked,Surfing,M,"No injury, surfboard bitten",N,Digital
2012,Unprovoked,Surfing,M,Multiple lacerations to torso,N,Digital
2012,Unprovoked,Swimming,F,"Puncture wounds to thigh, defense wounds  to hand",N,Digital
2012,Unprovoked,Surfing,M,FATAL,Y,Digital
2012,Unprovoked,,F,Left calf bitten,N,Digital
2012,Unprovoked,Surfing,M,Minor bite to ankle,N,Digital
2012,Unprovoked,Paddle boarding,M,"No injury, board bitten",N,Digital
2012,Unprovoked,Bathing,F,Laceration to right leg,N,Digital
2012,Unprovoked,Windsurfing,M,"No ijnury to boardrider, shark struck board breaking the mast",N,Digital
2012,Unprovoked,Bodyboarding,M,"No injury, but swim fin bitten & torn",N,Digital
2012,Unprovoked,Surfing,M,Lacerations to left forearm,N,Digital
2012,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2012,Unprovoked,Surfing,M,Foot bitten,N,Digital
2012,Unprovoked,Swimming,F,Injuries to thighs & buttocks,N,Digital
2012,Unprovoked,Surfing,M,Right foot bitten,N,Digital
2012,Unprovoked,Swimming,M,Lacerations to right calf,N,Digital
2012,Unprovoked,Surfing,M,Right calf bitten,N,Digital
2012,Unprovoked,Surfing,M,Lacerations to foot,N,Digital
2012,Unprovoked,Surfing,M,Puncture wounds to hand,N,Digital
2012,Unprovoked,Boogie boarding,F,Puncture wounds to calf and hand,N,Digital
2012,Unprovoked,Swimming or boogie boarding,F,Puncture wound to left ankle,N,Digital
2012,Provoked,Shark fishing,M,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",N,Digital
2012,Unprovoked,Surfing,M,Lacerations to torso and arm,N,Digital
2012,Unprovoked,Swimming,M,FATAL,Y,Digital
2012,Unprovoked,Wading or swimming,M,Lacerations to leg,N,Digital
2012,Unprovoked,Free diving ,M,Lacerations to little finger of left hand,N,Digital
2012,Unprovoked,Surfing,M,Right hand and foot severed,N,Digital
2012,Unprovoked,Spearfishing,M,Shoulder bitten,N,Digital
2012,Unprovoked,Surfing,M,"No injury, surfer knocked off board when shark struck surfboard",N,Digital
2012,Unprovoked,Surfing,M,Lacerations to torso & arm,N,Digital
2012,Unprovoked,Surfing,M,Left foot bitten,N,Digital
2012,Unprovoked,Body surfing,M,Lacerations to both legs below the knees,N,Digital
2012,Unprovoked,Surfing,M,FATAL,Y,Digital
2012,Unprovoked,Surfing,M,FATAL,Y,Digital
2012,Unprovoked,Swimming,F,Lacerations to right ankle and calf,N,Digital
2012,Unprovoked,Spearfishing,M,Lacerations to right leg,N,Digital
2012,Unprovoked,Kayaking,M,"No injury, kayak bitten",N,Digital
2012,Unprovoked,Surfing,M,Lacerattions to left thigh & knee,N,Digital
2012,Unprovoked,Swimming,M,Thigh bitten,N,Digital
2012,Unprovoked,Surfing,M,Nip to left foot,N,Digital
2012,Unprovoked,Sitting in the water,F,Laceration to left calf,N,Digital
2012,Unprovoked,Surfing,M,"Knocked off board, shark bit nose off surfboard",N,Digital
2012,Unprovoked,Swimming,M,Minor injury,N,Digital
2012,Unprovoked,Surf skiing ,M,"No injury, ski severely damaged",N,Digital
2012,Unprovoked,Wading,F,Numerous puncture wounds to leg ,N,Digital
2012,Provoked,Fishing,M,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,N,Digital
2012,Unprovoked,Swimming,F,Foot & hand bitten,N,Digital
2012,Unprovoked,Swimming,M,Minor injury,N,Digital
2012,Unprovoked,Swimming,M,Calf bitten,N,Digital
2012,Unprovoked,Swimming,M,Laceration to right foot,N,Digital
2012,Unprovoked,Surfing,M,Laceration to right foot,N,Digital
2012,Provoked,Attempting to rescue an injured & beached shark,M,Lower left leg injured PROVOKED ACCIDENT,N,Digital
2012,Unprovoked,Surf skiing ,M,"No injury, ski bitten",N,Digital
2012,Unprovoked,Surfing,F,Laceration to thigh,N,Digital
2012,Unprovoked,Boogie Boarding,M,Severe laceration to foot,N,Digital
2012,Unprovoked,Wading,F,Foot bitten,N,Digital
2012,Unprovoked,Free diving / spearfishing,M,Left hand severed,N,Digital
2012,Unprovoked,Surfing,M,Lacerations to foot,N,Digital
2012,Unprovoked,Kayak Fishing,M,"No injury, teethmarks in kayak",N,Digital
2012,Unprovoked,Spearfishing,M,Lacerations to head,N,Digital
2012,Unprovoked,Kayaking / Fishing,M,"No injury, kayaker fell in the water when kayak bitten by a shark",N,Digital
2012,Unprovoked,Swimming,F,Upper left thigh bitten,N,Digital
2012,Unprovoked,Paddle boarding,F,"No injury, shark bit paddleboard",N,Digital
2012,Unprovoked,Surfing,M,Lacerations to hand,N,Digital
2012,Unprovoked,Body boarding,M,FATAL,Y,Digital
2012,Unprovoked,Kayaking,M,Minor wound to his thigh when shark bit kayak,N,Digital
2012,Unprovoked,Surfing,M,Lacerations to left foot,N,Digital
2012,Unprovoked,,M,Right shin bitten,N,Digital
2012,Unprovoked,Scuba diving,M,FATAL,Y,Digital
2012,Unprovoked,Surfing,M,Minor lacerations to foot,N,Digital
2012,Unprovoked,Surfing,M,Lacerations to left calf,N,Digital
2012,Unprovoked,Surfing,M,Left forearm bitten,N,Digital
2012,Unprovoked,Surfing,F,Bitten on ankle,N,Digital
2012,Unprovoked,Surfing,M,Bitten on calf,N,Digital
2012,Unprovoked,Surfing,M,Lacerations to left calf,N,Digital
2012,Provoked,"Diving, feeding sharks",F,Superficial lacerations to right side of face PROVOKED ACCIDENT,N,Digital
2012,Unprovoked,Body boarding,M,"No injury, board bitten",N,Digital
2012,Unprovoked,Kite Surfing,M,Lacerations to left calf,N,Digital
2012,Provoked,Fishing (illegally),M,Hand injured PROVOKED INCIDENT,N,Digital
2012,Provoked,Kite Surfing,M,Laceration to right foot when he struck a shark PROVOKED INCIDENT,N,Digital
2012,Unprovoked,Fishing,M,Laceration to left foot,N,Digital
2012,Unprovoked,Surfing,M,"No injury, but fin lost from surfboard",N,Digital
2012,Unprovoked,"Diving, photographing sharks",M,"No injury, shark grabbed his camera",N,Digital
2012,Unprovoked,Snorkeling,M,Lacerations to right forearm,N,Digital
2012,Provoked,Fishing,M,Bitten on left thigh     PROVOKED ACCIDENT,N,Digital
2012,Unprovoked,Surfing,M,Lacerations to thigh,N,Digital
2012,Unprovoked,Swimming,M,FATAL,Y,Digital
2012,Unprovoked,Surfing,M,"No injury, surfboard damaged",N,Digital
2012,Unprovoked,Surfing,M,Right forearm and wrist injured,N,Digital
2012,Unprovoked,Spearfishing,M,"No injury, punctures to swim fin",N,Digital
2011,Unprovoked,,M,Hand injured,N,Digital
2011,Unprovoked,Surfing,M,Lacerations to left thigh and calf,N,Digital
2011,Unprovoked,Surfing,M,Laceration to ankle,N,Digital
2011,Provoked,Canoeing,M,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",N,Digital
2011,Unprovoked,Kayak Fishing,M,No injury but kayak dented,N,Digital
2011,Unprovoked,Surfing,M,5 puncture wounds to thigh,N,Digital
2011,Unprovoked,Surfing,M,Minor injuries to left leg ,N,Digital
2011,Unprovoked,Surfing,F,Minor injury to calf ,N,Digital
2011,Unprovoked,Surfing,M,Torn shoulder ligament as result of collision with shark,N,Digital
2011,Unprovoked,Surfing,M,Lacerations to right hand,N,Digital
2011,Unprovoked,Swimming,M,Puncture marks to foot,N,Digital
2011,Unprovoked,Kayaking,M,"No injury, kayak bitten",N,Digital
2011,Unprovoked,Scuba diving,M,"No injury, shark collided with diver",N,Digital
2011,Unprovoked,Surfing,M,Legs bitten,N,Digital
2011,Unprovoked,Free diving / spearfishing,M,Left foot bitten,N,Digital
2011,Unprovoked,Surfing,M,"Lacerations to right wrist, foream & neck",N,Digital
2011,Unprovoked,Surfing,M,"No injury, shark bumped leg & board. ",N,Digital
2011,Unprovoked,Diving,M,FATAL,Y,Digital
2011,Unprovoked,Surfing,M,"No injury, shark bit surfboard",N,Digital
2011,Unprovoked,Diving,M,Small bruise to calf,N,Digital
2011,Unprovoked,Surfing,M,Foot bitten,N,Digital
2011,Unprovoked,Surfing,M,No injury,N,Digital
2011,Unprovoked,Swimming,M,FATAL,Y,Digital
2011,Provoked,Canoeing,M,No injury to occupant,N,Digital
2011,Unprovoked,Wade fishing,M,Minor injury to thigh,N,Digital
2011,Unprovoked,,M,Lacerations to right wrist and middle finger,N,Digital
2011,Provoked,Fishing,M,Severe injuries to left arm PROVOKED INCIDENT,N,Digital
2011,Unprovoked,Swimming,M,"Right leg severed, left leg lacerated",N,Digital
2011,Unprovoked,Spearfishing,M,Laceration to left thigh,N,Digital
2011,Unprovoked,Jumping in the waves,M,Laceration to left thigh,N,Digital
2011,Provoked,Canoeing,M,"No injury, canoe bitten by shark",N,Digital
2011,Unprovoked,Body boarding,M,FATAL,Y,Digital
2011,Unprovoked,Swimming,M,FATAL,Y,Digital
2011,Unprovoked,Surfing,M,Lacerations to arm,N,Digital
2011,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
2011,Unprovoked,Kite Surfing,M,Lacerations to right leg,N,Digital
2011,Unprovoked,Body boarding,M,FATAL,Y,Digital
2011,Unprovoked,Surfing,M,Lacerations to ankle & foot,N,Digital
2011,Unprovoked,Surfing,M,Lacerations to lower leg,N,Digital
2011,Unprovoked,Wade Fishing,F,"Lacerations to anterior left shin, abrasion to posteior right leg",N,Digital
2011,Unprovoked,"Standing, collecting sea stars",M,Superficial laceration to shoulder,N,Digital
2011,Unprovoked,Surfing,M,Lacerations to foot,N,Digital
2011,Unprovoked,,M,Heel bitten,N,Digital
2011,Unprovoked,Surfing,M,FATAL,Y,Digital
2011,Unprovoked,Swimming,M,"Lacerations to hip, thigh and knee",N,Digital
2011,Unprovoked,Wading,F,Lacerations to foot,N,Digital
2011,Unprovoked,Swimming,M,Hands severed,N,Digital
2011,Unprovoked,Surfing,M,"No injury, board bitten",N,Digital
2011,Unprovoked,Floating ,M,Lacerations to  lower right leg and foot,N,Digital
2011,Unprovoked,Swimming or Snorkeling,M,FATAL,Y,Digital
2011,Unprovoked,Swimming,M,Lower right leg bitten,N,Digital
2011,Unprovoked,Diving,M,FATAL,Y,Digital
2011,Provoked,Sea disaster,M,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.,N,Digital
2011,Unprovoked,Wade Fishing,M,"No injury, shark bit boot",N,Digital
2011,Unprovoked,Surfing,M,Upper left arm & right leg bitten,N,Digital
2011,Unprovoked,Boogie Boarding,F,Lower right leg & foot bitten,N,Digital
2011,Unprovoked,Kayaking or Wave skiing,M,No injury,N,Digital
2011,Unprovoked,Surf fishing,M,Lacerations to left foot,N,Digital
2011,Unprovoked,Scuba diving,M,Injuries to arm,N,Digital
2011,Unprovoked,Swimming,M,Foot bitten,N,Digital
2011,Unprovoked,Wade Fishing,M,Lacerations to right foot,N,Digital
2011,Unprovoked,Surfing,M,Minor injuries: scratches on nose & ankle. Board broken in two,N,Digital
2011,Unprovoked,Kayaking,M,"Right arm bitten, defense wounds to left hand",N,Digital
2011,Unprovoked,Snorkeling,M,Lacerations to left shoulder and back,N,Digital
2011,Unprovoked,Surfing,M,Lacerations to right thigh,N,Digital
2011,Unprovoked,Scuba diving,M,Lacerations to left leg and hands,N,Digital
2011,Unprovoked,Playing in the surf,F,Ankle bitten,N,Digital
2011,Unprovoked,Surfing,M,Shark leapt onto surfboard; surfer uninjured ,N,Digital
2011,Unprovoked,Jet skiing,M,Lacerations to foot and ankle,N,Digital
2011,Unprovoked,Spearfishing,M,Right calf bitten,N,Digital
2011,Unprovoked,Surfing,M,FATAL,Y,Digital
2011,Unprovoked,Boogie Boarding,M,FATAL,Y,Digital
2011,Unprovoked,Scuba diving,M,Lacerations to right calf,N,Digital
2011,Unprovoked,Spearfishing,M,Injuries to right hand and forearm,N,Digital
2011,Unprovoked,Spearfishing,M,"No injury, minor damage to wetsuit",N,Digital
2011,Unprovoked,Wading,M,Puncture wound to calf,N,Digital
2011,Unprovoked,Snorkeling,F,Laceration to dorsum of right foot,N,Digital
2011,Unprovoked,Standing or boogie boardin,F,Lacerations & punctures to right thigh ,N,Digital
2011,Unprovoked,Surfing,M,"No injury, board bumped by shark",N,Digital
2011,Unprovoked,Surfing,F,"No injury, board bitten",N,Digital
2011,Unprovoked,Paddle boarding,F,"No injury, board bitten",N,Digital
2011,Unprovoked,Kite Boarding,M,"Thigh bitten, FATAL",Y,Digital
2011,Unprovoked,Spearfishing,M,"Thigh bitten, FATAL",Y,Digital
2011,Unprovoked,Body surfing,M,Lacerations to left foot & ankle,N,Digital
2011,Unprovoked,Surfing,M,Minor injury; puncture wounds to calf,N,Digital
2011,Provoked,Fishing ,M,Laceration to arm by captive shark PROVOKED INCIDENT,N,Digital
2011,Unprovoked,Spearfishing,M,Calf bitten,N,Digital
2011,Unprovoked,Spearfishing,M,Calf bitten,N,Digital
2011,Unprovoked,Washing sand off a speared fish,M,Heel bitten,N,Digital
2011,Unprovoked,Surfing ,M,Minor puncture wounds,N,Digital
2011,Unprovoked,Surfing,M,Puncture to left hand,N,Digital
2011,Unprovoked,Surfing,M,Lacerations to forearm,N,Digital
2011,Unprovoked,Diving,M,Minor injuries to left leg and hand,N,Digital
2011,Provoked,"Standing, holding shark pup",M,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,N,Digital
2011,Unprovoked,Swimming,F,Lower leg & foot bitten,N,Digital
2011,Unprovoked,Surfing,M,Severe injury to left forearm,N,Digital
2011,Unprovoked,Swimming,M,Right foot bitten,N,Digital
2011,Unprovoked,Diving / fishing,M,"Left forearm severely bitten, surgically amputated",N,Digital
2011,Unprovoked,Wakeboarding,F,"Severe injuries to head, neck, shoulder & upper left arm",N,Digital
2011,Unprovoked,Surfing,M,"No injury, surboard broken",N,Digital
2011,Provoked,Fishing,M,Lacerations to right hand by hooked shark PROVOKED INCIDENT,N,Digital
2011,Unprovoked,Spearfishing,M,Lacerations to left forearm,N,Digital
2011,Unprovoked,Surfing,M,Left leg severed at the knee,N,Digital
2011,Unprovoked,Diving for abalone,M,FATAL,Y,Digital
2011,Provoked,Fishing,M,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,Digital
2011,Unprovoked,Snorkeling,M,Arm bitten,N,Digital
2011,Provoked,Shark fishing on the Ricardo Astorga,M,Left foot bitten PROVOKED INCIDENT,N,Digital
2011,Unprovoked,Surf fishing,M,Right leg bitten,N,Digital
2011,Unprovoked,Swimming,F,"Leg, forearm & hand severely bitten",N,Digital
2011,Provoked,Shark fishing on the Don Agust\EDn-VI. ,M,Left eg bitten PROVOKED INCIDENT,N,Digital
2011,Unprovoked,Scuba diving,M,Arm bitten ,N,Digital
2011,Unprovoked,Surfing,M,FATAL,Y,Digital
2011,Unprovoked,Attempting to fix motor,M,Bitten on leg and groin,N,Digital
